../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF338692,TK25127
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF338693,TK27642
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF338695,TK32171
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF338696,TK9487
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF338699,TK12043
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF338700,TK32162
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF338701,TK9469
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF338703,TK19311
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382830,TK15194
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382831,TK15154
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382832,TK25071
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382833,TK25212
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382839,TK14605
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382840,TK14610
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382841,TK17146
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382842,TK17544
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382843,TK86578
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382844,TK86579
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382845,TK57056
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382846,TK22602
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382847,TK22631
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382848,TK56869
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382853,TK9251
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382854,TK11040
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382858,TK13594
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382859,TK34707
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382860,TK4728
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382861,TK13173
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382862,TK14159
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382863,TK43178
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382864,TK43189
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382865,TK43138
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382866,TK43208
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382867,TK41573
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382868,TK18667
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382869,TK18585
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382870,TK25150
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382871,TK25157
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382872,TK18501
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382873,TK18613
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382876,TK4812
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382877,TK20567
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382878,TK20569
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382879,TK20563
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382880,TK20564
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382881,TK20579
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382882,TK43176
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382883,TK20600
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382884,TK20586
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382885,TK20562
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382887,TK15607
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382888,TK27694
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF382889,TK45107
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF407172,TK32166
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF407173,TK19311
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF407174,TK27640
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF407175,TK155751
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF407176,TK25127
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF407177,TK22845
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF407178,TK32162
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF407179,TK32171
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF407180,TK17953
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF407182,TK12043
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF423094,TK22598
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF423099,TK22531
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF423100,TK22548
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF442079,TK18833
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF442080,TK40341
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF442081,TK56716
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF442082,TK56635
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF442083,TK18832
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF442085,TK46028
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF442087,TK56633
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445028,TK48277
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445029,TK81187
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445030,TK81404
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445031,TK96109
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445032,TK81057
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445033,TK81143
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445034,TK81284
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445035,TK84370
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445036,TK84381
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445037,TK84398
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445038,TK81142
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445039,TK81365
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445040,TK84369
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF445041,TK84380
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511953,TK104530
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511955,TK10218
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511957,TK19273
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511958,TK86502
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511959,TK19316
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511966,TK101005
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511967,TK101010
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511968,TK101013
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511969,TK101341
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511970,TK101377
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511975,TK104613
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511976,TK104631
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511977,TK86503
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511978,TK86671
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511979,TK86691
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511983,TK19315
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511996,TK101378
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511997,TK101462
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511998,TK104506
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF511999,TK104508
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF512000,TK104681
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF535863,TK24398
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF535864,TK24407
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF535865,TK24397
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AF535866,TK24416
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AH009516,TK21047
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AH009519,TK11868
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AH009622,TK21138
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,AJ629183,TK38
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312362,TK22810
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312363,TK18825
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312364,TK28515
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312365,TK104501
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312366,TK125309
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312367,TK125310
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312368,TK125311
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312369,TK7978
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312370,TK22920
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312371,TK22607
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312372,TK55322
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312373,TK18823
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312374,TK10316
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312375,TK135728
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312376,TK135727
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312377,TK135843
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312378,TK104630
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312379,TK70540
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312380,TK25083
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312383,TK17627
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312384,TK104209
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312385,TK104210
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312386,TK104056
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312387,TK104077
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312388,TK82861
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312389,TK82860
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312390,TK11494
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312391,TK11495
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312392,TK9020
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312393,TK9021
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312394,TK104382
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312395,TK104383
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312397,TK18825
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312398,TK22810
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312399,TK22784
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312400,TK28515
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312401,TK125308
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312402,TK125309
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312403,TK125310
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312404,TK125311
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312405,TK40046
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312406,TK104630
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312407,TK70540
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312408,TK14577
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312411,TK135914
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312412,TK135942
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312413,TK25211
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312414,TK25052
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312415,TK135727
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312416,TK135728
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312417,TK135842
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312418,TK135843
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312419,TK10316
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312420,TK10334
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312421,TK18823
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312422,TK104056
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312423,TK104078
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312424,TK104021
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312425,TK104210
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312426,TK82860
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312427,TK82861
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312428,TK56908
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312429,TK9020
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312430,TK9021
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ312431,TK22534
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ421815,TK20347
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ421816,TK26039
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ421817,TK90667
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ421818,TK84525
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ421819,TK84525
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ421820,TK90667
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ421821,TK90671
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ421822,TK78703
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ421823,TK26039
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ421824,TK20347
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ421825,TK18855
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ421826,TK134649
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869386,TK19381
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869387,TK136188
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869388,TK135408
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869389,TK134686
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869390,TK56670
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869391,TK99588
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869392,TK104001
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869393,TK104525
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869394,TK56656
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869395,TK64198
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869396,TK56621
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869397,TK16634
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869398,TK143051
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869399,TK125293
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869400,TK125294
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869401,TK125300
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869402,TK104002
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869403,TK104004
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869404,TK104005
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869405,TK104332
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869406,TK104414
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869407,TK104016
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869408,TK104017
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869409,TK104404
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869410,TK104410
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869411,TK125307
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869412,TK125306
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869413,TK125304
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869414,TK125296
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869415,TK125303
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869416,TK104411
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869417,TK104413
../ftp.ncbi.nlm.nih.gov/genbank/gbmam32.seq,DQ869418,TK104419
