../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus parnellii isolate 27704 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus parnellii (Parnell's mustached bat),AF338661,TK27704
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus parnellii isolate 40197 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus parnellii (Parnell's mustached bat),AF338662,TK40197
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus parnellii isolate 14517 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus parnellii (Parnell's mustached bat),AF338663,TK14517
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus parnellii isolate 13108 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus parnellii (Parnell's mustached bat),AF338664,TK21800
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus parnellii isolate 21800 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus parnellii (Parnell's mustached bat),AF338665,TK21800
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus parnellii isolate 21806 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus parnellii (Parnell's mustached bat),AF338666,TK21806
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus parnellii isolate 45500 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus parnellii (Parnell's mustached bat),AF338667,TK45500
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus parnellii isolate 86526 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus parnellii (Parnell's mustached bat),AF338668,TK86526
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus davyi isolate 15571 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus davyi (Davy's naked-backed bat),AF338669,TK15571
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus davyi isolate 25127 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus davyi (Davy's naked-backed bat),AF338671,TK25127
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus davyi isolate 27642 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus davyi (Davy's naked-backed bat),AF338672,TK27642
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus gymnonotus isolate 22845 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus gymnonotus,AF338674,TK22845
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus personatus isolate 19079 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus personatus (Wagner's mustached bat),AF338678,TK19079
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus personatus isolate 10336 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus personatus (Wagner's mustached bat),AF338679,TK10336
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus personatus isolate 12043 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus personatus (Wagner's mustached bat),AF338680,TK12043
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus quadridens isolate 32171 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus quadridens (sooty mustached bat),AF338681,TK32171
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus quadridens isolate 9487 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus quadridens (sooty mustached bat),AF338682,TK9487
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus macleayii isolate 32162 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus macleayii (MacLeay's mustached bat),AF338683,TK32171
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Pteronotus macleayii isolate 11008 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Pteronotus macleayii (MacLeay's mustached bat),AF338684,TK11008
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Mormoops blainvillii isolate 32166 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Mormoops blainvillei (Antillean ghost-faced bat),AF338685,TK32166
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Mormoops blainvillii isolate 9469 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Mormoops blainvillei (Antillean ghost-faced bat),AF338686,TK9469
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Mormoops megalophylla isolate 48165 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Mormoops megalophylla (ghost-faced bat),AF338687,TK48165
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Mormoops megalophylla isolate 19311 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Mormoops megalophylla (ghost-faced bat),AF338688,TK19311
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,14-JUL-2016,"Mormoops megalophylla isolate 4833 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Mormoops megalophylla (ghost-faced bat),AF338689,TK4833
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Pteronotus davyi isolate TK25127 RAG-2 gene, partial cds",1,Pteronotus davyi (Davy's naked-backed bat),AF338692,TK25127
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Pteronotus davyi isolate TK27642 RAG-2 gene, partial cds",1,Pteronotus davyi (Davy's naked-backed bat),AF338693,TK27642
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Pteronotus quadridens isolate TK32171 RAG-2 gene, partial cds",1,Pteronotus quadridens (sooty mustached bat),AF338695,TK32171
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Pteronotus quadridens isolate TK9487 RAG-2 gene, partial cds",1,Pteronotus quadridens (sooty mustached bat),AF338696,TK9487
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Pteronotus personatus isolate TK12043 RAG-2 gene, partial cds",1,Pteronotus personatus (Wagner's mustached bat),AF338699,TK12043
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Pteronotus macleayii isolate TK32162 RAG-2 gene, partial cds",1,Pteronotus macleayii (MacLeay's mustached bat),AF338700,TK32162
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Mormoops blainvillii isolate TK9469 RAG-2 gene, partial cds",1,Mormoops blainvillei (Antillean ghost-faced bat),AF338701,TK9469
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Mormoops megalophylla isolate TK19311 RAG-2 gene, partial cds",1,Mormoops megalophylla (ghost-faced bat),AF338703,TK19311
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK15194 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382830,TK15194
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK15154 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382831,TK15154
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK25071 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382832,TK25071
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK25212 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382833,TK25212
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK14605 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382839,TK14605
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK14610 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382840,TK14610
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK17146 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382841,TK17146
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK17544 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382842,TK17544
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK86578 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382843,TK86578
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK86579 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382844,TK86579
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK57056 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382845,TK57056
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK22602 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382846,TK22602
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK22631 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382847,TK22631
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK56869 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382848,TK56869
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK9251 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382853,TK9251
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK11040 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382854,TK11040
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK13594 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382858,TK13594
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK34707 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382859,TK34707
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK4728 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382860,TK4728
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK13173 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382861,TK13173
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK14159 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382862,TK14159
